gene_name,sample_name,gene_family,aro_accession,drug_class,high_level_drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_gene_id,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,App5_Vellore_hospital_wastewater,elfamycin resistant EF-Tu,ARO:3003369,elfamycin antibiotic,elfamycin antibiotic,antibiotic target alteration,protein variant,1,Nudged,61.7073,98.81,Unknown taxonomy (chromosome or plasmid),,,,,,49379146,0.0,0.0
Escherichia coli acrA,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004043,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,beta-lactam antibiotic; tetracycline antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics; phenicol antibiotic,antibiotic efflux,protein homolog,3,Nudged,82.4121,99.455,Citrobacter freundii (chromosome or plasmid) Unknown taxonomy (chromosome or plasmid),23.0,ARO:3004043|ID:2661|Name:Escherichia_coli_acrA|NCBI:U00096.3,100.0,2.73,Escherichia coli (chromosome or plasmid): 4; Citrobacter freundii (chromosome or plasmid): 1; ,49379146,9.34,1.11
Escherichia coli emrE,App5_Vellore_hospital_wastewater,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3004039,macrolide antibiotic,macrolide antibiotic,antibiotic efflux,protein homolog,1,Nudged,51.3514,100.0,Escherichia coli (chromosome or plasmid),4.0,ARO:3004039|ID:2656|Name:Escherichia_coli_emrE|NCBI:Z11877.1,51.35,1.61,Escherichia coli (chromosome or plasmid): 1; ,49379146,1.62,0.65
Escherichia coli mdfA,App5_Vellore_hospital_wastewater,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3001328,tetracycline antibiotic; disinfecting agents and antiseptics,tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,7.0,ARO:3001328|ID:37|Name:Escherichia_coli_mdfA|NCBI:JQ394987.1,38.93,0.62,Escherichia coli (chromosome or plasmid): 1; ,49379146,2.84,0.25
Escherichia coli soxS with mutation conferring antibiotic resistance,App5_Vellore_hospital_wastewater,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,ARO:3003511,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,beta-lactam antibiotic; tetracycline antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics; phenicol antibiotic,antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic,protein overexpression,1,Nudged,29.6296,96.88,Escherichia coli (no genomic info),,,,,,49379146,0.0,0.0
FosC2,App5_Vellore_hospital_wastewater,fosC phosphotransferase family,ARO:3002874,phosphonic acid antibiotic,phosphonic acid antibiotic,antibiotic inactivation,protein homolog,1,Nudged,6.7669,100.0,,,,,,,49379146,0.0,0.0
FosM3,App5_Vellore_hospital_wastewater,fosfomycin thiol transferase,ARO:3007099,phosphonic acid antibiotic,phosphonic acid antibiotic,antibiotic inactivation,protein homolog,1,Nudged,4.8951,100.0,,,,,,,49379146,0.0,0.0
GES-13,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3002342,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,28.0,ARO:3002342|ID:761|Name:GES-13|NCBI:GU169702.1,75.58,4.65,Pseudomonas aeruginosa (chromosome or plasmid): 1; ,49379146,11.37,1.89
GES-2,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3002331,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,305.0,ARO:3002331|ID:1537|Name:GES-2|NCBI:AF326355.1,100.0,45.03,Pseudomonas aeruginosa (chromosome or plasmid): 8; ,49379146,123.87,18.29
GES-20,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3002349,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,27.0,ARO:3002349|ID:983|Name:GES-20|NCBI:JN596280.1,84.49,4.59,,49379146,10.97,1.86
GES-26,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3003181,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,10.0,ARO:3003181|ID:1818|Name:GES-26|NCBI:KP096411.1,57.99,1.72,Acinetobacter baumannii (chromosome or plasmid): 1; ,49379146,4.06,0.7
GES-35,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3006164,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,11.0,ARO:3006164|ID:4618|Name:GES-35|NCBI:NG_060520.1,35.65,1.61,Acinetobacter baumannii (chromosome or plasmid): 8; ,49379146,4.47,0.65
GES-39,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3006168,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,4.0,ARO:3006168|ID:4622|Name:GES-39|NCBI:NG_062216.1,44.79,0.59,,49379146,1.62,0.24
GES-4,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3002333,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,3.0,ARO:3002333|ID:648|Name:GES-4|NCBI:AB116260.1,32.64,0.52,Pseudomonas aeruginosa (chromosome or plasmid): 1; ,49379146,1.22,0.21
GES-5,App5_Vellore_hospital_wastewater,GES beta-lactamase,ARO:3002334,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Perfect,99.6528,100.0,Unknown taxonomy (chromosome or plasmid),,,,,,49379146,0.0,0.0
GRD23-1,App5_Vellore_hospital_wastewater,GRD23 beta-lactamase,ARO:3006925,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,2,Nudged,7.438,100.0,,,,,,,49379146,0.0,0.0
H-NS,App5_Vellore_hospital_wastewater,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000676,macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic,fluoroquinolone antibiotic; beta-lactam antibiotic; tetracycline antibiotic; macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,4.0,ARO:3000676|ID:1248|Name:H-NS|NCBI:BA000007.3,44.2,1.39,,49379146,1.62,0.56
HERA-4,App5_Vellore_hospital_wastewater,HERA beta-lactamase,ARO:3004819,penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.7491,100.0,,,,,,,49379146,0.0,0.0
ICR-Mc,App5_Vellore_hospital_wastewater,intrinsic colistin resistant phosphoethanolamine transferase,ARO:3004466,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,1.0363,100.0,,,,,,,49379146,0.0,0.0
IMP-15,App5_Vellore_hospital_wastewater,IMP beta-lactamase,ARO:3002206,carbapenem; cephalosporin; cephamycin; penam; penem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,37.6518,100.0,Unknown taxonomy (chromosome),2.0,ARO:3002206|ID:1456|Name:IMP-15|NCBI:AY553333.1,37.92,0.41,,49379146,0.81,0.17
IND-6,App5_Vellore_hospital_wastewater,IND beta-lactamase,ARO:3002262,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,2,Nudged,3.75,100.0,,,,,,,49379146,0.0,0.0
KPC-2,App5_Vellore_hospital_wastewater,KPC beta-lactamase,ARO:3002312,monobactam; carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Perfect,99.6599,100.0,Unknown taxonomy (chromosome or plasmid),,,,,,49379146,0.0,0.0
KPC-34,App5_Vellore_hospital_wastewater,KPC beta-lactamase,ARO:3005366,monobactam; carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,174.0,ARO:3005366|ID:4099|Name:KPC-34|NCBI:KU985429.1,100.0,23.43,Klebsiella pneumoniae (chromosome or plasmid): 12; ,49379146,70.66,9.52
Klebsiella pneumoniae KpnE,App5_Vellore_hospital_wastewater,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3004580,macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics,peptide antibiotic; beta-lactam antibiotic; tetracycline antibiotic; macrolide antibiotic; aminoglycoside antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2.0,ARO:3004580|ID:3283|Name:Klebsiella_pneumoniae_KpnE|NCBI:AP006725.1,51.24,0.42,Klebsiella (chromosome or plasmid): 1; ,49379146,0.81,0.17
Klebsiella pneumoniae KpnF,App5_Vellore_hospital_wastewater,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3004583,macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics,peptide antibiotic; beta-lactam antibiotic; tetracycline antibiotic; macrolide antibiotic; aminoglycoside antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,1.0,ARO:3004583|ID:3286|Name:Klebsiella_pneumoniae_KpnF|NCBI:AP006725.1,45.76,0.46,Klebsiella pneumoniae (chromosome or plasmid): 1; ,49379146,0.41,0.19
Klebsiella pneumoniae KpnG,App5_Vellore_hospital_wastewater,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004588,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,peptide antibiotic; beta-lactam antibiotic; macrolide antibiotic; aminoglycoside antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,6.0,ARO:3004588|ID:3298|Name:Klebsiella_pneumoniae_KpnG|NCBI:ACWO01000051.1,36.4,0.64,Klebsiella (chromosome or plasmid): 1; ,49379146,2.44,0.26
Klebsiella pneumoniae KpnH,App5_Vellore_hospital_wastewater,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004597,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,peptide antibiotic; beta-lactam antibiotic; macrolide antibiotic; aminoglycoside antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,1,Nudged,31.5789,99.38,Klebsiella pneumoniae (chromosome or plasmid),13.0,ARO:3004597|ID:3299|Name:Klebsiella_pneumoniae_KpnH|NCBI:ASTU01000063.1,52.96,1.1,Klebsiella pneumoniae (chromosome or plasmid): 1; Klebsiella (chromosome or plasmid): 1; ,49379146,5.28,0.45
Klebsiella pneumoniae OmpK37,App5_Vellore_hospital_wastewater,General Bacterial Porin with reduced permeability to beta-lactams,ARO:3004122,monobactam; carbapenem; cephalosporin; cephamycin; penam; penem,beta-lactam antibiotic,reduced permeability to antibiotic,protein homolog,1,Nudged,2.1333,100.0,,7.0,ARO:3004122|ID:2785|Name:Klebsiella_pneumoniae_OmpK37|NCBI:AJ011502.1,47.91,0.24,,49379146,2.84,0.1
Klebsiella pneumoniae acrA,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004041,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,beta-lactam antibiotic; tetracycline antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,3.0,ARO:3004041|ID:2659|Name:Klebsiella_pneumoniae_acrA|NCBI:AJ318073.1,31.66,0.32,Klebsiella (chromosome): 1; ,49379146,1.22,0.13
LCR-1,App5_Vellore_hospital_wastewater,LCR beta-lactamase,ARO:3002997,cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,40.0,ARO:3002997|ID:901|Name:LCR-1|NCBI:X56809.1,100.0,4.92,Pseudomonas aeruginosa (chromosome): 15; Pseudomonas aeruginosa (chromosome or plasmid): 8; ,49379146,16.24,2.0
LHK-6,App5_Vellore_hospital_wastewater,LHK beta-lactamase,ARO:3006940,carbapenem; cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.5345,100.0,,,,,,,49379146,0.0,0.0
LRA-17,App5_Vellore_hospital_wastewater,subclass B3 LRA beta-lactamase,ARO:3002512,cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.7119,100.0,,,,,,,49379146,0.0,0.0
LRA-3,App5_Vellore_hospital_wastewater,subclass B3 LRA beta-lactamase,ARO:3002510,cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.3102,100.0,,,,,,,49379146,0.0,0.0
LnuH,App5_Vellore_hospital_wastewater,lincosamide nucleotidyltransferase (LNU),ARO:3004600,lincosamide antibiotic,lincosamide antibiotic,antibiotic inactivation,protein homolog,0,,,,,6.0,ARO:3004600|ID:5916|Name:LnuH|NCBI:NC_020125.1,53.26,0.65,,49379146,2.44,0.26
LpeA,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004099,macrolide antibiotic,macrolide antibiotic,antibiotic efflux,protein homolog,1,Nudged,1.9663,100.0,,,,,,,49379146,0.0,0.0
LpsB,App5_Vellore_hospital_wastewater,Intrinsic peptide antibiotic resistant Lps,ARO:3005051,peptide antibiotic,peptide antibiotic,reduced permeability to antibiotic,protein homolog,1,Nudged,2.1798,100.0,,,,,,,49379146,0.0,0.0
LptD,App5_Vellore_hospital_wastewater,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3005059,peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic,peptide antibiotic; rifamycin antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,12.0,ARO:3005059|ID:3799|Name:LptD|NCBI:CP007727.1,43.47,0.46,Klebsiella pneumoniae (chromosome): 1; Klebsiella (chromosome): 4; ,49379146,4.87,0.19
MCR-5.1,App5_Vellore_hospital_wastewater,MCR phosphoethanolamine transferase,ARO:3004332,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,12.0,ARO:3004332|ID:2849|Name:MCR-5.1|NCBI:KY807920.1,44.71,0.93,,49379146,4.87,0.38
MCR-5.2,App5_Vellore_hospital_wastewater,MCR phosphoethanolamine transferase,ARO:3004698,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,16.4534,98.89,Unknown taxonomy (chromosome or plasmid),,,,,,49379146,0.0,0.0
MCR-7.1,App5_Vellore_hospital_wastewater,MCR phosphoethanolamine transferase,ARO:3004517,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,6.0,ARO:3004517|ID:3145|Name:MCR-7.1|NCBI:MG267386.1,28.7,0.09,,49379146,2.44,0.04
MdtK,App5_Vellore_hospital_wastewater,multidrug and toxic compound extrusion (MATE) transporter,ARO:3001327,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,3.0,ARO:3001327|ID:1752|Name:MdtK|NCBI:CP014358.1,24.63,0.11,,49379146,1.22,0.04
MexB,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000378,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,beta-lactam antibiotic; sulfonamide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; peptide antibiotic; macrolide antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,1,Nudged,7.4499,98.72,Pseudomonas aeruginosa (chromosome or plasmid),65.0,ARO:3000378|ID:1925|Name:MexB|NCBI:L11616.1,71.54,0.95,Pseudomonas stutzeri (chromosome): 2; Laribacter hongkongensis (chromosome): 1; Pseudomonas aeruginosa (chromosome or plasmid): 2; ,49379146,26.4,0.39
MexD,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000801,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,beta-lactam antibiotic; macrolide antibiotic; aminoglycoside antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,119.0,ARO:3000801|ID:1523|Name:MexD|NCBI:U57969.1,76.95,2.39,Pseudomonas (chromosome): 1; ,49379146,48.33,0.97
MexE,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000803,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,14.0,ARO:3000803|ID:1067|Name:MexE|NCBI:AE004091.2,53.82,1.42,,49379146,5.69,0.58
MexF,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000804,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,73.0,ARO:3000804|ID:1300|Name:MexF|NCBI:AE004091.2,94.98,2.52,Pseudomonas mendocina (chromosome): 5; Pseudomonas putida (chromosome): 3; Pseudomonas stutzeri (chromosome): 2; ,49379146,29.65,1.02
MexK,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003693,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,tetracycline antibiotic; macrolide antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,45.0,ARO:3003693|ID:2206|Name:MexK|NCBI:AE004091.2,58.12,0.84,,49379146,18.28,0.34
MexW,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003031,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,52.0,ARO:3003031|ID:2208|Name:MexW|NCBI:NC_002516.2,74.55,1.46,,49379146,21.12,0.59
Mrx,App5_Vellore_hospital_wastewater,macrolide phosphotransferase (MPH),ARO:3003839,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,1,Strict,99.7579,99.76,Escherichia coli (no genomic info),121.0,ARO:3003839|ID:5917|Name:Mrx|NCBI:AY522923.1,100.0,12.94,Escherichia coli (chromosome or plasmid): 2; ,49379146,49.14,5.26
MuxA,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004073,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,macrolide antibiotic; beta-lactam antibiotic; tetracycline antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,12.0,ARO:3004073|ID:2717|Name:MuxA|NCBI:AE004091.2,39.73,0.24,Pseudomonas aeruginosa (chromosome or plasmid): 1; ,49379146,4.87,0.1
MuxB,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004074,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,macrolide antibiotic; beta-lactam antibiotic; tetracycline antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,41.0,ARO:3004074|ID:2718|Name:MuxB|NCBI:AE004091.2,73.21,0.37,,49379146,16.65,0.15
MuxC,App5_Vellore_hospital_wastewater,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004075,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,macrolide antibiotic; beta-lactam antibiotic; tetracycline antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,11.0,ARO:3004075|ID:2720|Name:MuxC|NCBI:AE004091.2,17.84,0.05,,49379146,4.47,0.02
NDM-24,App5_Vellore_hospital_wastewater,NDM beta-lactamase,ARO:3004867,carbapenem; cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Strict,90.4059,100.0,Unknown taxonomy (chromosome or plasmid),,,,,,49379146,0.0,0.0
NDM-3,App5_Vellore_hospital_wastewater,NDM beta-lactamase,ARO:3002354,carbapenem; cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,18.0,ARO:3002354|ID:1515|Name:NDM-3|NCBI:JQ734687.1,95.69,2.69,Klebsiella pneumoniae (chromosome or plasmid): 2; ,49379146,7.31,1.09
NPS-1,App5_Vellore_hospital_wastewater,NPS beta-lactamase,ARO:3004239,cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Perfect,99.6169,100.0,Unknown taxonomy (chromosome or plasmid),107.0,ARO:3004239|ID:2840|Name:NPS-1|NCBI:AY027589.1,100.0,17.2,,49379146,43.45,6.99
